movieId,title,genres,avg_rating
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,3.395
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.328
82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.938
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.444
84,Last Summer in the Hamptons (1995),Comedy|Drama,2.333
85,Angels and Insects (1995),Drama|Romance,3.505
86,White Squall (1996),Action|Adventure|Drama,3.527
87,Dunston Checks In (1996),Children|Comedy,2.5
88,Black Sheep (1996),Comedy,3.06
89,Nick of Time (1995),Action|Thriller,3.161
90,The Journey of August King (1995),Drama,2.95
92,Mary Reilly (1996),Drama|Horror|Thriller,2.883
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.477
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.541
95,Broken Arrow (1996),Action|Adventure|Thriller,3.099
96,In the Bleak Midwinter (1995),Comedy|Drama,3.667
97,"Hate (Haine, La) (1995)",Crime|Drama,3.923
98,Shopping (1994),Action|Thriller,2.625
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,2.845
100,City Hall (1996),Drama|Thriller,3.299
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.816
102,Mr. Wrong (1996),Comedy,2.545
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.316
104,Happy Gilmore (1996),Comedy,3.382
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.347
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.236
108,Catwalk (1996),Documentary,2.667
110,Braveheart (1995),Action|Drama|War,3.997
111,Taxi Driver (1976),Crime|Drama|Thriller,4.056
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.466
113,Before and After (1996),Drama|Mystery,3.191
114,Margaret's Museum (1995),Drama,3.833
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,3.5
116,Anne Frank Remembered (1995),Documentary,3.968
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.533
118,If Lucy Fell (1996),Comedy|Romance,2.875
119,"Steal Big, Steal Little (1995)",Comedy,2.806
120,Race the Sun (1996),Adventure|Comedy|Drama,2.333
121,"Boys of St. Vincent, The (1992)",Drama,3.704
122,Boomerang (1992),Comedy|Romance,2.737
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.931
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.222
125,Flirting With Disaster (1996),Comedy,3.672
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.318
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,4.5
128,Jupiter's Wife (1994),Documentary,3.5
129,Pie in the Sky (1996),Comedy|Romance,3.167
130,Angela (1995),Drama,3.0
131,Frankie Starlight (1995),Drama|Romance,2.857
132,Jade (1995),Thriller,2.57
134,Sonic Outlaws (1995),Documentary,4.5
135,Down Periscope (1996),Comedy,2.973
136,From the Journals of Jean Seberg (1995),Documentary,2.5
137,Man of the Year (1995),Documentary,2.792
138,"Neon Bible, The (1995)",Drama,2.5
139,Target (1995),Action|Drama,3.0
140,Up Close and Personal (1996),Drama|Romance,3.374
141,"Birdcage, The (1996)",Comedy,3.507
142,Shadows (Cienie) (1988),Drama,2.0
144,"Brothers McMullen, The (1995)",Comedy,3.412
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.247
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.857
147,"Basketball Diaries, The (1995)",Drama,3.59
148,"Awfully Big Adventure, An (1995)",Drama,2.727
149,Amateur (1994),Crime|Drama|Thriller,3.909
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.882
151,Rob Roy (1995),Action|Drama|Romance|War,3.541
152,"Addiction, The (1995)",Drama|Horror,2.929
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.917
154,Beauty of the Day (Belle de jour) (1967),Drama,3.74
155,Beyond Rangoon (1995),Adventure|Drama|War,3.276
156,Blue in the Face (1995),Comedy|Drama,3.484
157,Canadian Bacon (1995),Comedy|War,2.84
158,Casper (1995),Adventure|Children,2.988
159,Clockers (1995),Crime|Drama|Mystery,3.524
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.627
161,Crimson Tide (1995),Drama|Thriller|War,3.76
162,Crumb (1994),Documentary,3.985
163,Desperado (1995),Action|Romance|Western,3.436
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.401
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.496
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.316
167,Feast of July (1995),Drama,2.0
168,First Knight (1995),Action|Drama|Romance,3.143
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.379
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.173
171,Jeffrey (1995),Comedy|Drama,3.51
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.725
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.598
174,Jury Duty (1995),Comedy,2.264
175,Kids (1995),Drama,3.442
176,Living in Oblivion (1995),Comedy,3.904
177,Lord of Illusions (1995),Horror,2.845
178,Love & Human Remains (1993),Comedy|Drama,3.7
179,Mad Love (1995),Drama|Romance,2.587
180,Mallrats (1995),Comedy|Romance,3.579
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.908
182,Moonlight and Valentino (1995),Drama|Romance,3.25
183,Mute Witness (1994),Comedy|Horror|Thriller,3.514
184,Nadja (1994),Drama,3.111
185,"Net, The (1995)",Action|Crime|Thriller,3.142
186,Nine Months (1995),Comedy|Romance,2.986
187,Party Girl (1995),Comedy,3.182
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.339
189,Reckless (1995),Comedy|Fantasy,3.048
190,Safe (1995),Thriller,3.634
191,"Scarlet Letter, The (1995)",Drama|Romance,2.667
192,The Show (1995),Documentary,3.333
193,Showgirls (1995),Drama,2.227
194,Smoke (1995),Comedy|Drama,3.795
195,Something to Talk About (1995),Comedy|Drama|Romance,3.219
196,Species (1995),Horror|Sci-Fi,2.851
197,"Stars Fell on Henrietta, The (1995)",Drama,2.5
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.453
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.902
200,"Tie That Binds, The (1995)",Thriller,2.923
201,Three Wishes (1995),Drama|Fantasy,3.026
202,Total Eclipse (1995),Drama|Romance,3.273
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.114
204,Under Siege 2: Dark Territory (1995),Action,2.95
205,Unstrung Heroes (1995),Comedy|Drama,3.491
206,Unzipped (1995),Documentary,3.28
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.407
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.871
209,White Man's Burden (1995),Drama,2.82
210,Wild Bill (1995),Western,3.083
211,"Browning Version, The (1994)",Drama,3.396
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.478
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.917
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.122
215,Before Sunrise (1995),Drama|Romance,3.815
216,Billy Madison (1995),Comedy,3.18
217,"Babysitter, The (1995)",Drama|Thriller,2.598
218,Boys on the Side (1995),Comedy|Drama,3.268
219,"Cure, The (1995)",Drama,3.556
220,Castle Freak (1995),Horror,2.615
222,Circle of Friends (1995),Drama|Romance,3.58
223,Clerks (1994),Comedy,3.835
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.543
225,Disclosure (1994),Drama|Thriller,3.337
226,Dream Man (1995),Thriller,4.0
227,Drop Zone (1994),Action|Thriller,3.016
228,Destiny Turns on the Radio (1995),Comedy,2.947
229,Death and the Maiden (1994),Drama|Thriller,3.505
230,Dolores Claiborne (1995),Drama|Thriller,3.669
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.933
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.03
233,Exotica (1994),Drama,3.538
234,Exit to Eden (1994),Comedy,2.738
235,Ed Wood (1994),Comedy|Drama,3.67
236,French Kiss (1995),Action|Comedy|Romance,3.383
237,Forget Paris (1995),Comedy|Romance,3.265
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.085
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.08
240,Hideaway (1995),Thriller,2.697
241,Fluke (1995),Children|Drama,3.0
242,Farinelli: il castrato (1994),Drama|Musical,3.427
243,Gordy (1995),Children|Comedy|Fantasy,2.886
244,Gumby: The Movie (1995),Animation|Children,2.679
245,The Glass Shield (1994),Crime|Drama,3.091
246,Hoop Dreams (1994),Documentary,3.942
247,Heavenly Creatures (1994),Crime|Drama,3.82
248,Houseguest (1994),Comedy,3.007
249,Immortal Beloved (1994),Drama|Romance,3.619
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.092
251,"Hunted, The (1995)",Action,3.038
252,I.Q. (1994),Comedy|Romance,3.202
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.486
254,Jefferson in Paris (1995),Drama,2.972
255,"Jerky Boys, The (1995)",Comedy,2.521
256,Junior (1994),Comedy|Sci-Fi,2.699
257,Just Cause (1995),Mystery|Thriller,3.392
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.781
259,Kiss of Death (1995),Crime|Drama|Thriller,2.956
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.101
261,Little Women (1994),Drama,3.634
262,"Little Princess, A (1995)",Children|Drama,3.805
263,Ladybird Ladybird (1994),Drama,3.818
264,"Enfer, L' (1994)",Drama,3.333
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.914
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.528
267,Major Payne (1995),Comedy,2.932
268,Little Odessa (1994),Crime|Drama,3.4
269,My Crazy Life (Mi vida loca) (1993),Drama,3.528
270,Love Affair (1994),Drama|Romance,3.25
271,Losing Isaiah (1995),Drama,3.424
272,"Madness of King George, The (1994)",Comedy|Drama,3.687
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.154
274,Man of the House (1995),Comedy,2.936
275,Mixed Nuts (1994),Comedy,2.738
276,Milk Money (1994),Comedy|Romance,2.911
277,Miracle on 34th Street (1994),Drama,3.364
278,Miami Rhapsody (1995),Comedy,3.009
279,My Family (1995),Drama,3.973
280,Murder in the First (1995),Drama|Thriller,3.751
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.512
282,Nell (1994),Drama,3.436
283,New Jersey Drive (1995),Crime|Drama,3.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,3.0
285,Beyond Bedlam (1993),Drama|Horror,2.2
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1.9
287,Nina Takes a Lover (1994),Comedy|Romance,3.059
288,Natural Born Killers (1994),Action|Crime|Thriller,3.211
289,Only You (1994),Comedy|Romance,3.333
290,Once Were Warriors (1994),Crime|Drama,3.976
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.405
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.099
294,"Perez Family, The (1995)",Comedy|Romance,3.19
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.974
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.182
297,Panther (1995),Drama,3.143
298,Pushing Hands (Tui shou) (1992),Drama,3.875
299,Priest (1994),Drama,3.629
300,Quiz Show (1994),Drama,3.662
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.675
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.676
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.016
304,Roommates (1995),Comedy|Drama,3.367
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.588
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.086
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.947
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.962
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.833
310,Rent-a-Kid (1995),Comedy,2.9
311,Relative Fear (1994),Horror|Thriller,2.5
312,Stuart Saves His Family (1995),Comedy,2.531
313,"Swan Princess, The (1994)",Animation|Children,3.108
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.907
315,"Specialist, The (1994)",Action|Drama|Thriller,3.009
316,Stargate (1994),Action|Adventure|Sci-Fi,3.347
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.202
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.436
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.749
320,Suture (1993),Film-Noir|Thriller,3.625
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.618
322,Swimming with Sharks (1995),Comedy|Drama,3.841
324,"Sum of Us, The (1994)",Comedy|Drama,3.66
325,National Lampoon's Senior Trip (1995),Comedy,2.716
326,To Live (Huozhe) (1994),Drama,4.138
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.795
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.407
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.339
330,Tales from the Hood (1995),Action|Crime|Horror,2.742
331,Tom & Viv (1994),Drama,3.341
332,Village of the Damned (1995),Horror|Sci-Fi,2.828
333,Tommy Boy (1995),Comedy,3.353
334,Vanya on 42nd Street (1994),Drama,3.844
335,Underneath (1995),Mystery|Thriller,3.233
336,"Walking Dead, The (1995)",Drama|War,3.294
337,What's Eating Gilbert Grape (1993),Drama,3.721
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.939
339,While You Were Sleeping (1995),Comedy|Romance,3.544
340,"War, The (1994)",Adventure|Drama|War,3.513
341,Double Happiness (1994),Drama,3.529
342,Muriel's Wedding (1994),Comedy,3.521
343,"Baby-Sitters Club, The (1995)",Children,2.866
344,Ace Ventura: Pet Detective (1994),Comedy,2.942
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.625
346,Backbeat (1993),Drama|Musical,3.397
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.515
348,Bullets Over Broadway (1994),Comedy,3.623
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.651
350,"Client, The (1994)",Drama|Mystery|Thriller,3.482
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.377
352,Crooklyn (1994),Comedy|Drama,3.51
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.585
354,Cobb (1994),Drama,3.221
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.472
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.058
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.587
358,Higher Learning (1995),Drama,3.428
359,I Like It Like That (1994),Comedy|Drama|Romance,3.318
360,I Love Trouble (1994),Action|Comedy,2.769
361,It Could Happen to You (1994),Comedy|Drama|Romance,3.338
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.409
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,4.161
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.846
365,Little Buddha (1993),Drama,3.018
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,3.023
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.181
368,Maverick (1994),Adventure|Comedy|Western,3.431
369,Mrs. Parker and the Vicious Circle (1994),Drama,3.393
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.002
371,"Paper, The (1994)",Comedy|Drama,3.33
372,Reality Bites (1994),Comedy|Drama|Romance,3.222
373,Red Rock West (1992),Thriller,3.705
374,Richie Rich (1994),Children|Comedy,2.537
375,Safe Passage (1994),Drama,3.3
376,"River Wild, The (1994)",Action|Thriller,3.325
377,Speed (1994),Action|Romance|Thriller,3.516
378,Speechless (1994),Comedy|Romance,3.262
379,Timecop (1994),Action|Sci-Fi|Thriller,2.723
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.538
381,When a Man Loves a Woman (1994),Drama|Romance,3.393
382,Wolf (1994),Drama|Horror|Romance|Thriller,2.964
383,Wyatt Earp (1994),Western,3.17
384,Bad Company (1995),Action|Crime|Drama,2.871
385,"Man of No Importance, A (1994)",Drama,3.0
386,S.F.W. (1994),Drama,2.733
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.732
388,Boys Life (1995),Drama,3.438
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.833
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.474
391,Jason's Lyric (1994),Crime|Drama,3.429
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,3.786
393,Street Fighter (1994),Action|Adventure|Fantasy,1.933
394,Coldblooded (1995),Comedy,3.5
395,Desert Winds (1995),Drama|Fantasy|Romance,3.0
396,Fall Time (1995),Drama,1.0
397,"Fear, The (1995)",Horror,2.5
400,Homage (1995),Drama,1.5
401,Mirage (1995),Action|Thriller,2.5
402,Open Season (1996),Comedy,2.0
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,5.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,2.489
406,Federal Hill (1994),Drama,4.0
407,In the Mouth of Madness (1995),Horror|Thriller,3.489
408,8 Seconds (1994),Drama,3.25
409,Above the Rim (1994),Crime|Drama,3.344
410,Addams Family Values (1993),Children|Comedy|Fantasy,3.01
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,4.5
412,"Age of Innocence, The (1993)",Drama,3.521
413,Airheads (1994),Comedy,2.787
414,"Air Up There, The (1994)",Comedy,2.765
415,Another Stakeout (1993),Comedy|Thriller,2.848
416,Bad Girls (1994),Western,2.962
417,Barcelona (1994),Comedy|Romance,3.559
418,Being Human (1993),Drama,2.917
419,"Beverly Hillbillies, The (1993)",Comedy,2.539
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.798
421,Black Beauty (1994),Adventure|Children|Drama,3.397
422,Blink (1994),Thriller,3.306
423,Blown Away (1994),Action|Thriller,3.096
424,Blue Chips (1994),Drama,2.733
425,Blue Sky (1994),Drama|Romance,3.447
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.18
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2.649
428,"Bronx Tale, A (1993)",Drama,3.821
429,Cabin Boy (1994),Comedy,2.3
430,Calendar Girl (1993),Comedy|Drama,2.667
431,Carlito's Way (1993),Crime|Drama,3.708
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.726
433,Clean Slate (1994),Comedy,2.853
434,Cliffhanger (1993),Action|Adventure|Thriller,3.061
435,Coneheads (1993),Comedy|Sci-Fi,2.568
436,Color of Night (1994),Drama|Thriller,2.609
437,Cops and Robbersons (1994),Comedy,2.743
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,2.804
439,Dangerous Game (1993),Drama,0.5
440,Dave (1993),Comedy|Romance,3.61
441,Dazed and Confused (1993),Comedy,3.674
442,Demolition Man (1993),Action|Adventure|Sci-Fi,3.106
443,"Endless Summer 2, The (1994)",Adventure|Documentary,3.45
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,2.512
445,Fatal Instinct (1993),Comedy,2.931
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,3.795
447,"Favor, The (1994)",Comedy|Romance,2.846
448,Fearless (1993),Drama,3.538
449,Fear of a Black Hat (1994),Comedy,3.044
450,With Honors (1994),Comedy|Drama,3.387
451,Flesh and Bone (1993),Drama|Mystery|Romance,3.115
452,Widows' Peak (1994),Drama,3.547
453,For Love or Money (1993),Comedy|Romance,3.102
454,"Firm, The (1993)",Drama|Thriller,3.53
455,Free Willy (1993),Adventure|Children|Drama,2.694
456,Fresh (1994),Crime|Drama|Thriller,3.825
457,"Fugitive, The (1993)",Thriller,3.997
458,Geronimo: An American Legend (1993),Drama|Western,3.227
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2.774
460,Getting Even with Dad (1994),Comedy,2.365
461,Go Fish (1994),Drama|Romance,3.278
462,"Good Man in Africa, A (1994)",Action|Adventure,2.143
463,Guilty as Sin (1993),Crime|Drama|Thriller,2.933
464,Hard Target (1993),Action|Adventure|Crime|Thriller,2.862
465,Heaven & Earth (1993),Action|Drama|War,2.852
466,Hot Shots! Part Deux (1993),Action|Comedy|War,2.898
467,Live Nude Girls (1995),Comedy,3.348
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,3.302
469,"House of the Spirits, The (1993)",Drama|Romance,3.2
470,House Party 3 (1994),Comedy,2.194
471,"Hudsucker Proxy, The (1994)",Comedy,3.636
472,I'll Do Anything (1994),Comedy|Drama,2.923
473,In the Army Now (1994),Comedy|War,2.328
474,In the Line of Fire (1993),Action|Thriller,3.713
475,In the Name of the Father (1993),Drama,3.935
476,"Inkwell, The (1994)",Comedy|Drama,3.5
477,What's Love Got to Do with It? (1993),Drama|Musical,3.56
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,2.0
479,Judgment Night (1993),Action|Crime|Thriller,2.781
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,3.687
481,Kalifornia (1993),Drama|Thriller,3.304
482,Killing Zoe (1994),Crime|Drama|Thriller,3.518
483,King of the Hill (1993),Drama,3.917
484,Lassie (1994),Adventure|Children,2.659
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,2.809
486,Life with Mikey (1993),Comedy,2.94
487,Lightning Jack (1994),Comedy|Western,2.6
488,M. Butterfly (1993),Drama|Romance,3.406
489,Made in America (1993),Comedy,2.706
490,Malice (1993),Thriller,3.354
491,"Man Without a Face, The (1993)",Drama,3.464
492,Manhattan Murder Mystery (1993),Comedy|Mystery,3.657
493,Menace II Society (1993),Action|Crime|Drama,3.619
494,Executive Decision (1996),Action|Adventure|Thriller,3.411
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,2.981
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,3.182
497,Much Ado About Nothing (1993),Comedy|Romance,3.855
498,Mr. Jones (1993),Drama|Romance,3.136
499,Mr. Wonderful (1993),Comedy|Romance,2.647
500,Mrs. Doubtfire (1993),Comedy|Drama,3.412
501,Naked (1993),Drama,3.648
502,"Next Karate Kid, The (1994)",Action|Children|Romance,2.307
503,"New Age, The (1994)",Drama,3.5
504,No Escape (1994),Action|Drama|Sci-Fi,3.022
505,North (1994),Comedy,2.569
506,Orlando (1992),Drama|Fantasy|Romance,3.696
